"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"5","GO203_1665","GO203_162735","Long Island City","2735","1","122"
"5","GO203_1665","GO203_162737","Penn Station","2737","1","123"
"5","GO203_1665","GO203_162738","Speonk","2738","0","119"
"5","GO203_1665","GO203_162739","Hunterspoint Avenue","2739","1","124"
"5","GO203_1614","GO203_162740","Speonk","2740","0","125"
"5","GO203_1665","GO203_162741","Babylon","2741","1","120"
"5","GO203_1665","GO203_162742","Speonk","2742","0","119"
"5","GO203_1665","GO203_162743","Jamaica","2743","1","126"
"5","GO203_1665","GO203_162744","Speonk","2744","0","119"
"5","GO203_1665","GO203_162746","Speonk","2746","0","119"
"5","GO203_1665","GO203_162747","Jamaica","2747","1","127"
"5","GO203_1665","GO203_162749","Babylon","2749","1","120"
"5","GO203_1665","GO203_162761","Babylon","2761","1","128"
"5","GO203_1665","GO203_162762","Patchogue","2762","0","129"
"5","GO203_1665","GO203_162764","Patchogue","2764","0","130"
"5","GO203_1665","GO203_162765","Babylon","2765","1","128"
"5","GO203_1665","GO203_162766","Patchogue","2766","0","131"
"5","GO203_1665","GO203_162767","Babylon","2767","1","128"
"5","GO203_1665","GO203_162768","Patchogue","2768","0","129"
"5","GO203_1665","GO203_162769","Babylon","2769","1","128"
"5","GO203_1665","GO203_162770","Patchogue","2770","0","129"
"5","GO203_1665","GO203_162771","Babylon","2771","1","128"
"5","GO203_1665","GO203_162772","Patchogue","2772","0","132"
"5","GO203_167","GO203_162773","Babylon","2773","1","133"
"5","GO203_1665","GO203_162774","Patchogue","2774","0","129"
"5","GO203_1665","GO203_162775","Babylon","2775","1","128"
"5","GO203_1665","GO203_162777","Babylon","2777","1","128"
"5","GO203_1665","GO203_162778","Patchogue","2778","0","134"
"5","GO203_1665","GO203_162779","Babylon","2779","1","128"
"5","GO203_1665","GO203_162780","Patchogue","2780","0","129"
"5","GO203_1665","GO203_162781","Babylon","2781","1","128"
"5","GO203_1665","GO203_162782","Patchogue","2782","0","129"
"7","GO203_1665","GO203_162800","Far Rockaway","2800","0","135"
"7","GO203_1665","GO203_162801","Atlantic Terminal","2801","1","136"
"7","GO203_1665","GO203_162802","Far Rockaway","2802","0","135"
"7","GO203_1665","GO203_162803","Jamaica","2803","1","137"
"7","GO203_1665","GO203_162804","Far Rockaway","2804","0","138"
"7","GO203_1665","GO203_162805","Jamaica","2805","1","137"
"7","GO203_1665","GO203_162806","Far Rockaway","2806","0","135"
"7","GO203_1665","GO203_162807","Atlantic Terminal","2807","1","136"
"7","GO203_1665","GO203_162809","Penn Station","2809","1","139"
"7","GO203_1665","GO203_162810","Far Rockaway","2810","0","135"
"7","GO203_1665","GO203_162811","Atlantic Terminal","2811","1","136"
"7","GO203_1665","GO203_162812","Far Rockaway","2812","0","135"
"7","GO203_1665","GO203_162813","Penn Station","2813","1","139"
"7","GO203_1665","GO203_162814","Far Rockaway","2814","0","135"
"7","GO203_1665","GO203_162815","Penn Station","2815","1","139"
"7","GO203_1665","GO203_162816","Far Rockaway","2816","0","135"
"7","GO203_1665","GO203_162817","Atlantic Terminal","2817","1","136"
"7","GO203_1665","GO203_162818","Far Rockaway","2818","0","135"
"7","GO203_1665","GO203_162819","Penn Station","2819","1","140"
"7","GO203_1665","GO203_162820","Far Rockaway","2820","0","135"
"7","GO203_1665","GO203_162821","Penn Station","2821","1","139"
"7","GO203_1665","GO203_162823","Penn Station","2823","1","139"
"7","GO203_1665","GO203_162825","Penn Station","2825","1","139"
"7","GO203_1665","GO203_162827","Atlantic Terminal","2827","1","136"
"7","GO203_1665","GO203_162829","Atlantic Terminal","2829","1","136"
"7","GO203_1665","GO203_162831","Atlantic Terminal","2831","1","136"
"7","GO203_1665","GO203_162833","Atlantic Terminal","2833","1","136"
"7","GO203_1665","GO203_162850","Far Rockaway","2850","0","135"
"7","GO203_1665","GO203_162851","Atlantic Terminal","2851","1","136"
"7","GO203_1665","GO203_162852","Far Rockaway","2852","0","135"
"7","GO203_1665","GO203_162853","Atlantic Terminal","2853","1","136"
"7","GO203_1665","GO203_162854","Far Rockaway","2854","0","135"
"7","GO203_1665","GO203_162855","Atlantic Terminal","2855","1","136"
"7","GO203_1665","GO203_162856","Far Rockaway","2856","0","135"
"7","GO203_1665","GO203_162857","Atlantic Terminal","2857","1","136"
"7","GO203_166","GO203_162858","Far Rockaway","2858","0","141"
"7","GO203_1665","GO203_162859","Atlantic Terminal","2859","1","136"
"7","GO203_1665","GO203_162860","Far Rockaway","2860","0","135"
"7","GO203_1665","GO203_162861","Atlantic Terminal","2861","1","136"
"7","GO203_1665","GO203_162862","Far Rockaway","2862","0","135"
"12","GO203_1665","GO203_162863","Atlantic Terminal","2863","1","142"
"7","GO203_1665","GO203_162864","Far Rockaway","2864","0","141"
"7","GO203_1665","GO203_162865","Atlantic Terminal","2865","1","136"
"7","GO203_1665","GO203_162866","Far Rockaway","2866","0","135"
"7","GO203_1665","GO203_162867","Atlantic Terminal","2867","1","136"
"7","GO203_1665","GO203_162868","Far Rockaway","2868","0","141"
"7","GO203_1665","GO203_162869","Atlantic Terminal","2869","1","136"
"7","GO203_1665","GO203_162870","Far Rockaway","2870","0","135"
"7","GO203_1665","GO203_162871","Atlantic Terminal","2871","1","136"
"7","GO203_1665","GO203_162872","Far Rockaway","2872","0","141"
